genome	S_alg	k	d	M_alg	kmer_count	l	o	z	r	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	pref
spneumoniae	pseudosimplitigsAC	14	1	default	2052085	2551571	2052085	499486	38422	660168	54524	714692	732744	spneumoniae.S_pseudosimplitigsAC.k_14.d_1.M_default
spneumoniae	pseudosimplitigsAC	14	1	ones	2052085	2551571	2124689	426882	56621	660168	87036	747204	749676	spneumoniae.S_pseudosimplitigsAC.k_14.d_1.M_ones
spneumoniae	pseudosimplitigsAC	14	1	runs	2052085	2551571	2095806	455765	38001	660168	66900	727068	732620	spneumoniae.S_pseudosimplitigsAC.k_14.d_1.M_runs
spneumoniae	pseudosimplitigsAC	14	1	zeros	2052085	2551571	2052085	499486	48635	660168	74184	734352	745056	spneumoniae.S_pseudosimplitigsAC.k_14.d_1.M_zeros
spneumoniae	pseudosimplitigsAC	14	10	default	2052085	2233052	2052085	180967	67219	579848	87460	667308	660904	spneumoniae.S_pseudosimplitigsAC.k_14.d_10.M_default
spneumoniae	pseudosimplitigsAC	14	10	ones	2052085	2233052	2112603	120449	38244	579848	56916	636764	631244	spneumoniae.S_pseudosimplitigsAC.k_14.d_10.M_ones
spneumoniae	pseudosimplitigsAC	14	10	runs	2052085	2233052	2109242	123810	35738	579848	55264	635112	630124	spneumoniae.S_pseudosimplitigsAC.k_14.d_10.M_runs
spneumoniae	pseudosimplitigsAC	14	10	zeros	2052085	2233052	2052085	180967	69269	579848	92808	672656	664460	spneumoniae.S_pseudosimplitigsAC.k_14.d_10.M_zeros
spneumoniae	pseudosimplitigsAC	14	11	default	2052085	2232709	2052085	180624	67228	580600	87516	668116	661600	spneumoniae.S_pseudosimplitigsAC.k_14.d_11.M_default
spneumoniae	pseudosimplitigsAC	14	11	ones	2052085	2232709	2112695	120014	38240	580600	57000	637600	630932	spneumoniae.S_pseudosimplitigsAC.k_14.d_11.M_ones
spneumoniae	pseudosimplitigsAC	14	11	runs	2052085	2232709	2109298	123411	35721	580600	55280	635880	629668	spneumoniae.S_pseudosimplitigsAC.k_14.d_11.M_runs
spneumoniae	pseudosimplitigsAC	14	11	zeros	2052085	2232709	2052085	180624	69305	580600	92920	673520	664512	spneumoniae.S_pseudosimplitigsAC.k_14.d_11.M_zeros
spneumoniae	pseudosimplitigsAC	14	12	default	2052085	2232680	2052085	180595	67233	580580	87528	668108	661584	spneumoniae.S_pseudosimplitigsAC.k_14.d_12.M_default
spneumoniae	pseudosimplitigsAC	14	12	ones	2052085	2232680	2112721	119959	38259	580580	57012	637592	630924	spneumoniae.S_pseudosimplitigsAC.k_14.d_12.M_ones
spneumoniae	pseudosimplitigsAC	14	12	runs	2052085	2232680	2109296	123384	35717	580580	55296	635876	629824	spneumoniae.S_pseudosimplitigsAC.k_14.d_12.M_runs
spneumoniae	pseudosimplitigsAC	14	12	zeros	2052085	2232680	2052085	180595	69310	580580	92932	673512	664496	spneumoniae.S_pseudosimplitigsAC.k_14.d_12.M_zeros
spneumoniae	pseudosimplitigsAC	14	2	default	2052085	2284037	2052085	231952	44500	595348	66404	661752	660908	spneumoniae.S_pseudosimplitigsAC.k_14.d_2.M_default
spneumoniae	pseudosimplitigsAC	14	2	ones	2052085	2284037	2104468	179569	27687	595348	50552	645900	639420	spneumoniae.S_pseudosimplitigsAC.k_14.d_2.M_ones
spneumoniae	pseudosimplitigsAC	14	2	runs	2052085	2284037	2093347	190690	20363	595348	42464	637812	633716	spneumoniae.S_pseudosimplitigsAC.k_14.d_2.M_runs
spneumoniae	pseudosimplitigsAC	14	2	zeros	2052085	2284037	2052085	231952	46447	595348	69608	664956	661996	spneumoniae.S_pseudosimplitigsAC.k_14.d_2.M_zeros
spneumoniae	pseudosimplitigsAC	14	3	default	2052085	2228096	2052085	176011	50378	580896	72584	653480	649364	spneumoniae.S_pseudosimplitigsAC.k_14.d_3.M_default
spneumoniae	pseudosimplitigsAC	14	3	ones	2052085	2228096	2106059	122037	24528	580896	45768	626664	618800	spneumoniae.S_pseudosimplitigsAC.k_14.d_3.M_ones
spneumoniae	pseudosimplitigsAC	14	3	runs	2052085	2228096	2099652	128444	20335	580896	41244	622140	616276	spneumoniae.S_pseudosimplitigsAC.k_14.d_3.M_runs
spneumoniae	pseudosimplitigsAC	14	3	zeros	2052085	2228096	2052085	176011	50737	580896	73080	653976	649300	spneumoniae.S_pseudosimplitigsAC.k_14.d_3.M_zeros
spneumoniae	pseudosimplitigsAC	14	4	default	2052085	2225213	2052085	173128	55825	580672	77964	658636	652188	spneumoniae.S_pseudosimplitigsAC.k_14.d_4.M_default
spneumoniae	pseudosimplitigsAC	14	4	ones	2052085	2225213	2108234	116979	27773	580672	49152	629824	621740	spneumoniae.S_pseudosimplitigsAC.k_14.d_4.M_ones
spneumoniae	pseudosimplitigsAC	14	4	runs	2052085	2225213	2103787	121426	24724	580672	46252	626924	619756	spneumoniae.S_pseudosimplitigsAC.k_14.d_4.M_runs
spneumoniae	pseudosimplitigsAC	14	4	zeros	2052085	2225213	2052085	173128	55890	580672	78044	658716	652076	spneumoniae.S_pseudosimplitigsAC.k_14.d_4.M_zeros
spneumoniae	pseudosimplitigsAC	14	5	default	2052085	2229981	2052085	177896	60176	581004	82116	663120	657260	spneumoniae.S_pseudosimplitigsAC.k_14.d_5.M_default
spneumoniae	pseudosimplitigsAC	14	5	ones	2052085	2229981	2109769	120212	31420	581004	52492	633496	626560	spneumoniae.S_pseudosimplitigsAC.k_14.d_5.M_ones
spneumoniae	pseudosimplitigsAC	14	5	runs	2052085	2229981	2106196	123785	28845	581004	50188	631192	625384	spneumoniae.S_pseudosimplitigsAC.k_14.d_5.M_runs
spneumoniae	pseudosimplitigsAC	14	5	zeros	2052085	2229981	2052085	177896	60266	581004	82544	663548	657272	spneumoniae.S_pseudosimplitigsAC.k_14.d_5.M_zeros
spneumoniae	pseudosimplitigsAC	14	6	default	2052085	2235277	2052085	183192	63957	582300	85216	667516	661196	spneumoniae.S_pseudosimplitigsAC.k_14.d_6.M_default
spneumoniae	pseudosimplitigsAC	14	6	ones	2052085	2235277	2111246	124031	34864	582300	54944	637244	630832	spneumoniae.S_pseudosimplitigsAC.k_14.d_6.M_ones
spneumoniae	pseudosimplitigsAC	14	6	runs	2052085	2235277	2107972	127305	32471	582300	52956	635256	629600	spneumoniae.S_pseudosimplitigsAC.k_14.d_6.M_runs
spneumoniae	pseudosimplitigsAC	14	6	zeros	2052085	2235277	2052085	183192	64850	582300	88316	670616	663124	spneumoniae.S_pseudosimplitigsAC.k_14.d_6.M_zeros
spneumoniae	pseudosimplitigsAC	14	7	default	2052085	2236268	2052085	184183	66125	581620	86940	668560	662600	spneumoniae.S_pseudosimplitigsAC.k_14.d_7.M_default
spneumoniae	pseudosimplitigsAC	14	7	ones	2052085	2236268	2111901	124367	37049	581620	56328	637948	632208	spneumoniae.S_pseudosimplitigsAC.k_14.d_7.M_ones
spneumoniae	pseudosimplitigsAC	14	7	runs	2052085	2236268	2108647	127621	34636	581620	54668	636288	631072	spneumoniae.S_pseudosimplitigsAC.k_14.d_7.M_runs
spneumoniae	pseudosimplitigsAC	14	7	zeros	2052085	2236268	2052085	184183	67267	581620	90496	672116	664948	spneumoniae.S_pseudosimplitigsAC.k_14.d_7.M_zeros
spneumoniae	pseudosimplitigsAC	14	8	default	2052085	2235083	2052085	182998	66979	580764	87260	668024	661732	spneumoniae.S_pseudosimplitigsAC.k_14.d_8.M_default
spneumoniae	pseudosimplitigsAC	14	8	ones	2052085	2235083	2112488	122595	37968	580764	56904	637668	631948	spneumoniae.S_pseudosimplitigsAC.k_14.d_8.M_ones
spneumoniae	pseudosimplitigsAC	14	8	runs	2052085	2235083	2109094	125989	35482	580764	55128	635892	630640	spneumoniae.S_pseudosimplitigsAC.k_14.d_8.M_runs
spneumoniae	pseudosimplitigsAC	14	8	zeros	2052085	2235083	2052085	182998	68767	580764	92152	672916	665012	spneumoniae.S_pseudosimplitigsAC.k_14.d_8.M_zeros
spneumoniae	pseudosimplitigsAC	14	9	default	2052085	2233778	2052085	181693	67175	580920	87448	668368	660980	spneumoniae.S_pseudosimplitigsAC.k_14.d_9.M_default
spneumoniae	pseudosimplitigsAC	14	9	ones	2052085	2233778	2112557	121221	38120	580920	56968	637888	631448	spneumoniae.S_pseudosimplitigsAC.k_14.d_9.M_ones
spneumoniae	pseudosimplitigsAC	14	9	runs	2052085	2233778	2109205	124573	35637	580920	55188	636108	630204	spneumoniae.S_pseudosimplitigsAC.k_14.d_9.M_runs
spneumoniae	pseudosimplitigsAC	14	9	zeros	2052085	2233778	2052085	181693	69146	580920	92676	673596	664740	spneumoniae.S_pseudosimplitigsAC.k_14.d_9.M_zeros
spneumoniae	pseudosimplitigs	15	1	default	2098151	2301599	2098151	203448	14532	597636	29288	626924	630860	spneumoniae.S_pseudosimplitigs.k_15.d_1.M_default
spneumoniae	pseudosimplitigs	15	1	ones	2098151	2301599	2117222	184377	17395	597636	37524	635160	633340	spneumoniae.S_pseudosimplitigs.k_15.d_1.M_ones
spneumoniae	pseudosimplitigs	15	1	runs	2098151	2301599	2112961	188638	14458	597636	33240	630876	630376	spneumoniae.S_pseudosimplitigs.k_15.d_1.M_runs
spneumoniae	pseudosimplitigs	15	1	zeros	2098151	2301599	2098151	203448	16678	597636	34592	632228	633248	spneumoniae.S_pseudosimplitigs.k_15.d_1.M_zeros
spneumoniae	pseudosimplitigs	15	10	default	2098151	2190582	2098151	92431	26115	569616	47900	617516	609120	spneumoniae.S_pseudosimplitigs.k_15.d_10.M_default
spneumoniae	pseudosimplitigs	15	10	ones	2098151	2190582	2122352	68230	14668	569616	27836	597452	593244	spneumoniae.S_pseudosimplitigs.k_15.d_10.M_ones
spneumoniae	pseudosimplitigs	15	10	runs	2098151	2190582	2121369	69213	13970	569616	27232	596848	593164	spneumoniae.S_pseudosimplitigs.k_15.d_10.M_runs
spneumoniae	pseudosimplitigs	15	10	zeros	2098151	2190582	2098151	92431	26487	569616	49268	618884	609820	spneumoniae.S_pseudosimplitigs.k_15.d_10.M_zeros
spneumoniae	pseudosimplitigs	15	11	default	2098151	2190974	2098151	92823	26206	570088	47944	618032	608664	spneumoniae.S_pseudosimplitigs.k_15.d_11.M_default
spneumoniae	pseudosimplitigs	15	11	ones	2098151	2190974	2122387	68587	14762	570088	27896	597984	593944	spneumoniae.S_pseudosimplitigs.k_15.d_11.M_ones
spneumoniae	pseudosimplitigs	15	11	runs	2098151	2190974	2121313	69661	13990	570088	27316	597404	593284	spneumoniae.S_pseudosimplitigs.k_15.d_11.M_runs
spneumoniae	pseudosimplitigs	15	11	zeros	2098151	2190974	2098151	92823	26611	570088	49468	619556	609800	spneumoniae.S_pseudosimplitigs.k_15.d_11.M_zeros
spneumoniae	pseudosimplitigs	15	12	default	2098151	2191196	2098151	93045	26233	569760	48008	617768	608964	spneumoniae.S_pseudosimplitigs.k_15.d_12.M_default
spneumoniae	pseudosimplitigs	15	12	ones	2098151	2191196	2122449	68747	14800	569760	27908	597668	593764	spneumoniae.S_pseudosimplitigs.k_15.d_12.M_ones
spneumoniae	pseudosimplitigs	15	12	runs	2098151	2191196	2121362	69834	14020	569760	27304	597064	593292	spneumoniae.S_pseudosimplitigs.k_15.d_12.M_runs
spneumoniae	pseudosimplitigs	15	12	zeros	2098151	2191196	2098151	93045	26641	569760	49492	619252	610156	spneumoniae.S_pseudosimplitigs.k_15.d_12.M_zeros
spneumoniae	pseudosimplitigs	15	2	default	2098151	2193808	2098151	95657	15655	571548	33828	605376	599604	spneumoniae.S_pseudosimplitigs.k_15.d_2.M_default
spneumoniae	pseudosimplitigs	15	2	ones	2098151	2193808	2114138	79670	8176	571548	20708	592256	589200	spneumoniae.S_pseudosimplitigs.k_15.d_2.M_ones
spneumoniae	pseudosimplitigs	15	2	runs	2098151	2193808	2112514	81294	7030	571548	18924	590472	588356	spneumoniae.S_pseudosimplitigs.k_15.d_2.M_runs
spneumoniae	pseudosimplitigs	15	2	zeros	2098151	2193808	2098151	95657	16092	571548	34744	606292	599848	spneumoniae.S_pseudosimplitigs.k_15.d_2.M_zeros
spneumoniae	pseudosimplitigs	15	3	default	2098151	2166836	2098151	68685	16870	565144	36340	601484	592812	spneumoniae.S_pseudosimplitigs.k_15.d_3.M_default
spneumoniae	pseudosimplitigs	15	3	ones	2098151	2166836	2116412	50424	6344	565144	16832	581976	578428	spneumoniae.S_pseudosimplitigs.k_15.d_3.M_ones
spneumoniae	pseudosimplitigs	15	3	runs	2098151	2166836	2115505	51331	5718	565144	15944	581088	577412	spneumoniae.S_pseudosimplitigs.k_15.d_3.M_runs
spneumoniae	pseudosimplitigs	15	3	zeros	2098151	2166836	2098151	68685	16972	565144	36552	601696	592672	spneumoniae.S_pseudosimplitigs.k_15.d_3.M_zeros
spneumoniae	pseudosimplitigs	15	4	default	2098151	2163580	2098151	65429	18311	564544	39096	603640	594232	spneumoniae.S_pseudosimplitigs.k_15.d_4.M_default
spneumoniae	pseudosimplitigs	15	4	ones	2098151	2163580	2117961	45619	7001	564544	18424	582968	578172	spneumoniae.S_pseudosimplitigs.k_15.d_4.M_ones
spneumoniae	pseudosimplitigs	15	4	runs	2098151	2163580	2117269	46311	6506	564544	17808	582352	578128	spneumoniae.S_pseudosimplitigs.k_15.d_4.M_runs
spneumoniae	pseudosimplitigs	15	4	zeros	2098151	2163580	2098151	65429	18328	564544	39112	603656	593564	spneumoniae.S_pseudosimplitigs.k_15.d_4.M_zeros
spneumoniae	pseudosimplitigs	15	5	default	2098151	2167052	2098151	68901	19762	565104	41276	606380	596192	spneumoniae.S_pseudosimplitigs.k_15.d_5.M_default
spneumoniae	pseudosimplitigs	15	5	ones	2098151	2167052	2118973	48079	8255	565104	20796	585900	581148	spneumoniae.S_pseudosimplitigs.k_15.d_5.M_ones
spneumoniae	pseudosimplitigs	15	5	runs	2098151	2167052	2118362	48690	7819	565104	20204	585308	580844	spneumoniae.S_pseudosimplitigs.k_15.d_5.M_runs
spneumoniae	pseudosimplitigs	15	5	zeros	2098151	2167052	2098151	68901	19771	565104	41248	606352	596552	spneumoniae.S_pseudosimplitigs.k_15.d_5.M_zeros
spneumoniae	pseudosimplitigs	15	6	default	2098151	2173499	2098151	75348	21644	566108	43744	609852	600936	spneumoniae.S_pseudosimplitigs.k_15.d_6.M_default
spneumoniae	pseudosimplitigs	15	6	ones	2098151	2173499	2120122	53377	10058	566108	23256	589364	585284	spneumoniae.S_pseudosimplitigs.k_15.d_6.M_ones
spneumoniae	pseudosimplitigs	15	6	runs	2098151	2173499	2119444	54055	9559	566108	22724	588832	585032	spneumoniae.S_pseudosimplitigs.k_15.d_6.M_runs
spneumoniae	pseudosimplitigs	15	6	zeros	2098151	2173499	2098151	75348	21665	566108	43828	609936	600468	spneumoniae.S_pseudosimplitigs.k_15.d_6.M_zeros
spneumoniae	pseudosimplitigs	15	7	default	2098151	2181393	2098151	83242	23565	567720	45656	613376	604772	spneumoniae.S_pseudosimplitigs.k_15.d_7.M_default
spneumoniae	pseudosimplitigs	15	7	ones	2098151	2181393	2121085	60308	12022	567720	25556	593276	589480	spneumoniae.S_pseudosimplitigs.k_15.d_7.M_ones
spneumoniae	pseudosimplitigs	15	7	runs	2098151	2181393	2120358	61035	11485	567720	24984	592704	589388	spneumoniae.S_pseudosimplitigs.k_15.d_7.M_runs
spneumoniae	pseudosimplitigs	15	7	zeros	2098151	2181393	2098151	83242	23661	567720	46120	613840	605104	spneumoniae.S_pseudosimplitigs.k_15.d_7.M_zeros
spneumoniae	pseudosimplitigs	15	8	default	2098151	2187709	2098151	89558	25146	569516	47220	616736	607704	spneumoniae.S_pseudosimplitigs.k_15.d_8.M_default
spneumoniae	pseudosimplitigs	15	8	ones	2098151	2187709	2121656	66053	13669	569516	27172	596688	592392	spneumoniae.S_pseudosimplitigs.k_15.d_8.M_ones
spneumoniae	pseudosimplitigs	15	8	runs	2098151	2187709	2120840	66869	13059	569516	26580	596096	591828	spneumoniae.S_pseudosimplitigs.k_15.d_8.M_runs
spneumoniae	pseudosimplitigs	15	8	zeros	2098151	2187709	2098151	89558	25337	569516	48016	617532	608128	spneumoniae.S_pseudosimplitigs.k_15.d_8.M_zeros
spneumoniae	pseudosimplitigs	15	9	default	2098151	2190072	2098151	91921	25858	570064	47716	617780	608724	spneumoniae.S_pseudosimplitigs.k_15.d_9.M_default
spneumoniae	pseudosimplitigs	15	9	ones	2098151	2190072	2122038	68034	14369	570064	27648	597712	593628	spneumoniae.S_pseudosimplitigs.k_15.d_9.M_ones
spneumoniae	pseudosimplitigs	15	9	runs	2098151	2190072	2121142	68930	13722	570064	27064	597128	593104	spneumoniae.S_pseudosimplitigs.k_15.d_9.M_runs
spneumoniae	pseudosimplitigs	15	9	zeros	2098151	2190072	2098151	91921	26222	570064	49048	619112	609736	spneumoniae.S_pseudosimplitigs.k_15.d_9.M_zeros
spneumoniae	pseudosimplitigsAC	15	1	default	2098151	2301599	2098151	203448	14532	597356	28980	626336	630296	spneumoniae.S_pseudosimplitigsAC.k_15.d_1.M_default
spneumoniae	pseudosimplitigsAC	15	1	ones	2098151	2301599	2117277	184322	17370	597356	37204	634560	632484	spneumoniae.S_pseudosimplitigsAC.k_15.d_1.M_ones
spneumoniae	pseudosimplitigsAC	15	1	runs	2098151	2301599	2113057	188542	14478	597356	32908	630264	630272	spneumoniae.S_pseudosimplitigsAC.k_15.d_1.M_runs
spneumoniae	pseudosimplitigsAC	15	1	zeros	2098151	2301599	2098151	203448	16561	597356	34028	631384	632932	spneumoniae.S_pseudosimplitigsAC.k_15.d_1.M_zeros
spneumoniae	pseudosimplitigsAC	15	10	default	2098151	2185151	2098151	87000	25039	568140	46092	614232	605976	spneumoniae.S_pseudosimplitigsAC.k_15.d_10.M_default
spneumoniae	pseudosimplitigsAC	15	10	ones	2098151	2185151	2121972	63179	13357	568140	25160	593300	590332	spneumoniae.S_pseudosimplitigsAC.k_15.d_10.M_ones
spneumoniae	pseudosimplitigsAC	15	10	runs	2098151	2185151	2121102	64049	12716	568140	24644	592784	589840	spneumoniae.S_pseudosimplitigsAC.k_15.d_10.M_runs
spneumoniae	pseudosimplitigsAC	15	10	zeros	2098151	2185151	2098151	87000	25398	568140	47480	615620	606996	spneumoniae.S_pseudosimplitigsAC.k_15.d_10.M_zeros
spneumoniae	pseudosimplitigsAC	15	11	default	2098151	2185162	2098151	87011	25130	568472	46160	614632	605880	spneumoniae.S_pseudosimplitigsAC.k_15.d_11.M_default
spneumoniae	pseudosimplitigsAC	15	11	ones	2098151	2185162	2121965	63197	13464	568472	25232	593704	590208	spneumoniae.S_pseudosimplitigsAC.k_15.d_11.M_ones
spneumoniae	pseudosimplitigsAC	15	11	runs	2098151	2185162	2121076	64086	12807	568472	24680	593152	589416	spneumoniae.S_pseudosimplitigsAC.k_15.d_11.M_runs
spneumoniae	pseudosimplitigsAC	15	11	zeros	2098151	2185162	2098151	87011	25586	568472	47804	616276	606516	spneumoniae.S_pseudosimplitigsAC.k_15.d_11.M_zeros
spneumoniae	pseudosimplitigsAC	15	12	default	2098151	2184845	2098151	86694	25115	568384	46172	614556	605776	spneumoniae.S_pseudosimplitigsAC.k_15.d_12.M_default
spneumoniae	pseudosimplitigsAC	15	12	ones	2098151	2184845	2121977	62868	13436	568384	25216	593600	590100	spneumoniae.S_pseudosimplitigsAC.k_15.d_12.M_ones
spneumoniae	pseudosimplitigsAC	15	12	runs	2098151	2184845	2121122	63723	12801	568384	24680	593064	589836	spneumoniae.S_pseudosimplitigsAC.k_15.d_12.M_runs
spneumoniae	pseudosimplitigsAC	15	12	zeros	2098151	2184845	2098151	86694	25570	568384	47816	616200	606420	spneumoniae.S_pseudosimplitigsAC.k_15.d_12.M_zeros
spneumoniae	pseudosimplitigsAC	15	2	default	2098151	2191966	2098151	93815	15529	571728	33588	605316	599400	spneumoniae.S_pseudosimplitigsAC.k_15.d_2.M_default
spneumoniae	pseudosimplitigsAC	15	2	ones	2098151	2191966	2114367	77599	7932	571728	19884	591612	587964	spneumoniae.S_pseudosimplitigsAC.k_15.d_2.M_ones
spneumoniae	pseudosimplitigsAC	15	2	runs	2098151	2191966	2112701	79265	6745	571728	18116	589844	586884	spneumoniae.S_pseudosimplitigsAC.k_15.d_2.M_runs
spneumoniae	pseudosimplitigsAC	15	2	zeros	2098151	2191966	2098151	93815	15947	571728	34440	606168	599604	spneumoniae.S_pseudosimplitigsAC.k_15.d_2.M_zeros
spneumoniae	pseudosimplitigsAC	15	3	default	2098151	2164713	2098151	66562	16608	564348	35988	600336	591952	spneumoniae.S_pseudosimplitigsAC.k_15.d_3.M_default
spneumoniae	pseudosimplitigsAC	15	3	ones	2098151	2164713	2116341	48372	5943	564348	15728	580076	577076	spneumoniae.S_pseudosimplitigsAC.k_15.d_3.M_ones
spneumoniae	pseudosimplitigsAC	15	3	runs	2098151	2164713	2115484	49229	5326	564348	14860	579208	576504	spneumoniae.S_pseudosimplitigsAC.k_15.d_3.M_runs
spneumoniae	pseudosimplitigsAC	15	3	zeros	2098151	2164713	2098151	66562	16679	564348	36116	600464	591728	spneumoniae.S_pseudosimplitigsAC.k_15.d_3.M_zeros
spneumoniae	pseudosimplitigsAC	15	4	default	2098151	2160064	2098151	61913	17767	562896	37996	600892	591436	spneumoniae.S_pseudosimplitigsAC.k_15.d_4.M_default
spneumoniae	pseudosimplitigsAC	15	4	ones	2098151	2160064	2117963	42101	6183	562896	16332	579228	575008	spneumoniae.S_pseudosimplitigsAC.k_15.d_4.M_ones
spneumoniae	pseudosimplitigsAC	15	4	runs	2098151	2160064	2117348	42716	5760	562896	15740	578636	574860	spneumoniae.S_pseudosimplitigsAC.k_15.d_4.M_runs
spneumoniae	pseudosimplitigsAC	15	4	zeros	2098151	2160064	2098151	61913	17797	562896	38060	600956	592108	spneumoniae.S_pseudosimplitigsAC.k_15.d_4.M_zeros
spneumoniae	pseudosimplitigsAC	15	5	default	2098151	2164133	2098151	65982	19273	564268	40340	604608	595060	spneumoniae.S_pseudosimplitigsAC.k_15.d_5.M_default
spneumoniae	pseudosimplitigsAC	15	5	ones	2098151	2164133	2118996	45137	7607	564268	19076	583344	578680	spneumoniae.S_pseudosimplitigsAC.k_15.d_5.M_ones
spneumoniae	pseudosimplitigsAC	15	5	runs	2098151	2164133	2118415	45718	7196	564268	18572	582840	578412	spneumoniae.S_pseudosimplitigsAC.k_15.d_5.M_runs
spneumoniae	pseudosimplitigsAC	15	5	zeros	2098151	2164133	2098151	65982	19324	564268	40568	604836	595160	spneumoniae.S_pseudosimplitigsAC.k_15.d_5.M_zeros
spneumoniae	pseudosimplitigsAC	15	6	default	2098151	2170180	2098151	72029	20945	565156	42420	607576	598384	spneumoniae.S_pseudosimplitigsAC.k_15.d_6.M_default
spneumoniae	pseudosimplitigsAC	15	6	ones	2098151	2170180	2120013	50167	9130	565156	21216	586372	582104	spneumoniae.S_pseudosimplitigsAC.k_15.d_6.M_ones
spneumoniae	pseudosimplitigsAC	15	6	runs	2098151	2170180	2119449	50731	8722	565156	20736	585892	582120	spneumoniae.S_pseudosimplitigsAC.k_15.d_6.M_runs
spneumoniae	pseudosimplitigsAC	15	6	zeros	2098151	2170180	2098151	72029	21016	565156	42792	607948	598552	spneumoniae.S_pseudosimplitigsAC.k_15.d_6.M_zeros
spneumoniae	pseudosimplitigsAC	15	7	default	2098151	2177164	2098151	79013	22631	566916	44244	611160	602304	spneumoniae.S_pseudosimplitigsAC.k_15.d_7.M_default
