genome	S_alg	k	d	M_alg	kmer_count	l	o	z	r	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	pref
spneumoniae	pseudosimplitigsAC	12	6	runs	1585876	2009868	1760535	249333	128057	530348	119004	649352	646564	spneumoniae.S_pseudosimplitigsAC.k_12.d_6.M_runs
spneumoniae	pseudosimplitigsAC	12	6	zeros	1585876	2009868	1585876	423992	218030	530348	152368	682716	682340	spneumoniae.S_pseudosimplitigsAC.k_12.d_6.M_zeros
spneumoniae	pseudosimplitigsAC	12	7	default	1585876	2003981	1585876	418105	217924	528072	148532	676604	675732	spneumoniae.S_pseudosimplitigsAC.k_12.d_7.M_default
spneumoniae	pseudosimplitigsAC	12	7	ones	1585876	2003981	1775053	228928	137614	528072	120808	648880	645604	spneumoniae.S_pseudosimplitigsAC.k_12.d_7.M_ones
spneumoniae	pseudosimplitigsAC	12	7	runs	1585876	2003981	1761618	242363	128219	528072	118840	646912	643828	spneumoniae.S_pseudosimplitigsAC.k_12.d_7.M_runs
spneumoniae	pseudosimplitigsAC	12	7	zeros	1585876	2003981	1585876	418105	218241	528072	152356	680428	679720	spneumoniae.S_pseudosimplitigsAC.k_12.d_7.M_zeros
spneumoniae	pseudosimplitigsAC	12	8	default	1585876	2001885	1585876	416009	217947	526868	148772	675640	675168	spneumoniae.S_pseudosimplitigsAC.k_12.d_8.M_default
spneumoniae	pseudosimplitigsAC	12	8	ones	1585876	2001885	1775142	226743	137323	526868	120652	647520	644896	spneumoniae.S_pseudosimplitigsAC.k_12.d_8.M_ones
spneumoniae	pseudosimplitigsAC	12	8	runs	1585876	2001885	1762073	239812	128190	526868	118784	645652	643152	spneumoniae.S_pseudosimplitigsAC.k_12.d_8.M_runs
spneumoniae	pseudosimplitigsAC	12	8	zeros	1585876	2001885	1585876	416009	218443	526868	153000	679868	678880	spneumoniae.S_pseudosimplitigsAC.k_12.d_8.M_zeros
spneumoniae	pseudosimplitigsAC	12	9	default	1585876	2001157	1585876	415281	217961	526920	148944	675864	674740	spneumoniae.S_pseudosimplitigsAC.k_12.d_9.M_default
spneumoniae	pseudosimplitigsAC	12	9	ones	1585876	2001157	1775466	225691	137282	526920	120640	647560	644804	spneumoniae.S_pseudosimplitigsAC.k_12.d_9.M_ones
spneumoniae	pseudosimplitigsAC	12	9	runs	1585876	2001157	1762563	238594	128193	526920	118696	645616	643072	spneumoniae.S_pseudosimplitigsAC.k_12.d_9.M_runs
spneumoniae	pseudosimplitigsAC	12	9	zeros	1585876	2001157	1585876	415281	218512	526920	153036	679956	678612	spneumoniae.S_pseudosimplitigsAC.k_12.d_9.M_zeros
spneumoniae	pseudosimplitigs	13	1	default	1917960	2955672	1917960	1037712	86476	764300	87796	852096	894972	spneumoniae.S_pseudosimplitigs.k_13.d_1.M_default
spneumoniae	pseudosimplitigs	13	1	ones	1917960	2955672	2170693	784979	159681	764300	181968	946268	954132	spneumoniae.S_pseudosimplitigs.k_13.d_1.M_ones
spneumoniae	pseudosimplitigs	13	1	runs	1917960	2955672	2042803	912869	84568	764300	120240	884540	896376	spneumoniae.S_pseudosimplitigs.k_13.d_1.M_runs
spneumoniae	pseudosimplitigs	13	1	zeros	1917960	2955672	1917960	1037712	121026	764300	142504	906804	932504	spneumoniae.S_pseudosimplitigs.k_13.d_1.M_zeros
spneumoniae	pseudosimplitigs	13	10	default	1917960	2277213	1917960	359253	159738	590696	146472	737168	731980	spneumoniae.S_pseudosimplitigs.k_13.d_10.M_default
spneumoniae	pseudosimplitigs	13	10	ones	1917960	2277213	2051650	225563	102878	590696	113276	703972	696652	spneumoniae.S_pseudosimplitigs.k_13.d_10.M_ones
spneumoniae	pseudosimplitigs	13	10	runs	1917960	2277213	2041646	235567	95448	590696	110204	700900	693804	spneumoniae.S_pseudosimplitigs.k_13.d_10.M_runs
spneumoniae	pseudosimplitigs	13	10	zeros	1917960	2277213	1917960	359253	164428	590696	153164	743860	738772	spneumoniae.S_pseudosimplitigs.k_13.d_10.M_zeros
spneumoniae	pseudosimplitigs	13	11	default	1917960	2277541	1917960	359581	159788	590624	146560	737184	732772	spneumoniae.S_pseudosimplitigs.k_13.d_11.M_default
spneumoniae	pseudosimplitigs	13	11	ones	1917960	2277541	2051751	225790	102959	590624	113228	703852	696996	spneumoniae.S_pseudosimplitigs.k_13.d_11.M_ones
spneumoniae	pseudosimplitigs	13	11	runs	1917960	2277541	2041667	235874	95472	590624	110224	700848	693808	spneumoniae.S_pseudosimplitigs.k_13.d_11.M_runs
spneumoniae	pseudosimplitigs	13	11	zeros	1917960	2277541	1917960	359581	164498	590624	153232	743856	739012	spneumoniae.S_pseudosimplitigs.k_13.d_11.M_zeros
spneumoniae	pseudosimplitigs	13	12	default	1917960	2278168	1917960	360208	159806	590600	146848	737448	732496	spneumoniae.S_pseudosimplitigs.k_13.d_12.M_default
spneumoniae	pseudosimplitigs	13	12	ones	1917960	2278168	2051911	226257	103028	590600	113324	703924	696728	spneumoniae.S_pseudosimplitigs.k_13.d_12.M_ones
spneumoniae	pseudosimplitigs	13	12	runs	1917960	2278168	2041670	236498	95474	590600	110264	700864	693980	spneumoniae.S_pseudosimplitigs.k_13.d_12.M_runs
spneumoniae	pseudosimplitigs	13	12	zeros	1917960	2278168	1917960	360208	164524	590600	153164	743764	738740	spneumoniae.S_pseudosimplitigs.k_13.d_12.M_zeros
spneumoniae	pseudosimplitigs	13	2	default	1917960	2475111	1917960	557151	114962	644008	115540	759548	774756	spneumoniae.S_pseudosimplitigs.k_13.d_2.M_default
spneumoniae	pseudosimplitigs	13	2	ones	1917960	2475111	2077903	397208	98805	644008	122168	766176	761688	spneumoniae.S_pseudosimplitigs.k_13.d_2.M_ones
spneumoniae	pseudosimplitigs	13	2	runs	1917960	2475111	2022217	452894	65181	644008	94840	738848	739496	spneumoniae.S_pseudosimplitigs.k_13.d_2.M_runs
spneumoniae	pseudosimplitigs	13	2	zeros	1917960	2475111	1917960	557151	121057	644008	124284	768292	780268	spneumoniae.S_pseudosimplitigs.k_13.d_2.M_zeros
spneumoniae	pseudosimplitigs	13	3	default	1917960	2363152	1917960	445192	135660	615612	129404	745016	753484	spneumoniae.S_pseudosimplitigs.k_13.d_3.M_default
spneumoniae	pseudosimplitigs	13	3	ones	1917960	2363152	2059278	303874	94055	615612	113404	729016	722744	spneumoniae.S_pseudosimplitigs.k_13.d_3.M_ones
spneumoniae	pseudosimplitigs	13	3	runs	1917960	2363152	2028581	334571	74809	615612	98476	714088	712128	spneumoniae.S_pseudosimplitigs.k_13.d_3.M_runs
spneumoniae	pseudosimplitigs	13	3	zeros	1917960	2363152	1917960	445192	136475	615612	130924	746536	754404	spneumoniae.S_pseudosimplitigs.k_13.d_3.M_zeros
spneumoniae	pseudosimplitigs	13	4	default	1917960	2322962	1917960	405002	147740	604884	138124	743008	745420	spneumoniae.S_pseudosimplitigs.k_13.d_4.M_default
spneumoniae	pseudosimplitigs	13	4	ones	1917960	2322962	2052043	270919	96782	604884	112332	717216	711284	spneumoniae.S_pseudosimplitigs.k_13.d_4.M_ones
spneumoniae	pseudosimplitigs	13	4	runs	1917960	2322962	2033688	289274	84578	604884	103580	708464	705412	spneumoniae.S_pseudosimplitigs.k_13.d_4.M_runs
spneumoniae	pseudosimplitigs	13	4	zeros	1917960	2322962	1917960	405002	147843	604884	138264	743148	745828	spneumoniae.S_pseudosimplitigs.k_13.d_4.M_zeros
spneumoniae	pseudosimplitigs	13	5	default	1917960	2299142	1917960	381182	155200	598556	143400	741956	740068	spneumoniae.S_pseudosimplitigs.k_13.d_5.M_default
spneumoniae	pseudosimplitigs	13	5	ones	1917960	2299142	2050775	248367	99734	598556	112612	711168	704612	spneumoniae.S_pseudosimplitigs.k_13.d_5.M_ones
spneumoniae	pseudosimplitigs	13	5	runs	1917960	2299142	2038320	260822	90936	598556	107668	706224	700816	spneumoniae.S_pseudosimplitigs.k_13.d_5.M_runs
spneumoniae	pseudosimplitigs	13	5	zeros	1917960	2299142	1917960	381182	155521	598556	143932	742488	741516	spneumoniae.S_pseudosimplitigs.k_13.d_5.M_zeros
spneumoniae	pseudosimplitigs	13	6	default	1917960	2284608	1917960	366648	158314	593920	145188	739108	735448	spneumoniae.S_pseudosimplitigs.k_13.d_6.M_default
spneumoniae	pseudosimplitigs	13	6	ones	1917960	2284608	2050569	234039	101825	593920	112968	706888	698912	spneumoniae.S_pseudosimplitigs.k_13.d_6.M_ones
spneumoniae	pseudosimplitigs	13	6	runs	1917960	2284608	2040072	244536	94154	593920	109480	703400	696284	spneumoniae.S_pseudosimplitigs.k_13.d_6.M_runs
spneumoniae	pseudosimplitigs	13	6	zeros	1917960	2284608	1917960	366648	159596	593920	147460	741380	737588	spneumoniae.S_pseudosimplitigs.k_13.d_6.M_zeros
spneumoniae	pseudosimplitigs	13	7	default	1917960	2279063	1917960	361103	159287	591584	145844	737428	733764	spneumoniae.S_pseudosimplitigs.k_13.d_7.M_default
spneumoniae	pseudosimplitigs	13	7	ones	1917960	2279063	2050756	228307	102278	591584	112868	704452	697592	spneumoniae.S_pseudosimplitigs.k_13.d_7.M_ones
spneumoniae	pseudosimplitigs	13	7	runs	1917960	2279063	2040911	238152	94961	591584	109884	701468	695216	spneumoniae.S_pseudosimplitigs.k_13.d_7.M_runs
spneumoniae	pseudosimplitigs	13	7	zeros	1917960	2279063	1917960	361103	162049	591584	150208	741792	738104	spneumoniae.S_pseudosimplitigs.k_13.d_7.M_zeros
spneumoniae	pseudosimplitigs	13	8	default	1917960	2277204	1917960	359244	159536	590840	146084	736924	733052	spneumoniae.S_pseudosimplitigs.k_13.d_8.M_default
spneumoniae	pseudosimplitigs	13	8	ones	1917960	2277204	2051171	226033	102595	590840	113016	703856	696852	spneumoniae.S_pseudosimplitigs.k_13.d_8.M_ones
spneumoniae	pseudosimplitigs	13	8	runs	1917960	2277204	2041357	235847	95288	590840	110056	700896	694464	spneumoniae.S_pseudosimplitigs.k_13.d_8.M_runs
spneumoniae	pseudosimplitigs	13	8	zeros	1917960	2277204	1917960	359244	163736	590840	152256	743096	738608	spneumoniae.S_pseudosimplitigs.k_13.d_8.M_zeros
spneumoniae	pseudosimplitigs	13	9	default	1917960	2277186	1917960	359226	159704	590524	146484	737008	732684	spneumoniae.S_pseudosimplitigs.k_13.d_9.M_default
spneumoniae	pseudosimplitigs	13	9	ones	1917960	2277186	2051402	225784	102839	590524	113052	703576	696924	spneumoniae.S_pseudosimplitigs.k_13.d_9.M_ones
spneumoniae	pseudosimplitigs	13	9	runs	1917960	2277186	2041544	235642	95477	590524	109980	700504	694264	spneumoniae.S_pseudosimplitigs.k_13.d_9.M_runs
spneumoniae	pseudosimplitigs	13	9	zeros	1917960	2277186	1917960	359226	164311	590524	152868	743392	739432	spneumoniae.S_pseudosimplitigs.k_13.d_9.M_zeros
spneumoniae	pseudosimplitigsAC	13	1	default	1917960	2955672	1917960	1037712	86476	764736	85836	850572	898364	spneumoniae.S_pseudosimplitigsAC.k_13.d_1.M_default
spneumoniae	pseudosimplitigsAC	13	1	ones	1917960	2955672	2170206	785466	159403	764736	179844	944580	954224	spneumoniae.S_pseudosimplitigsAC.k_13.d_1.M_ones
spneumoniae	pseudosimplitigsAC	13	1	runs	1917960	2955672	2041450	914222	84393	764736	118380	883116	898528	spneumoniae.S_pseudosimplitigsAC.k_13.d_1.M_runs
spneumoniae	pseudosimplitigsAC	13	1	zeros	1917960	2955672	1917960	1037712	121456	764736	140544	905280	932832	spneumoniae.S_pseudosimplitigsAC.k_13.d_1.M_zeros
spneumoniae	pseudosimplitigsAC	13	10	default	1917960	2259755	1917960	341795	154193	589452	139252	728704	726652	spneumoniae.S_pseudosimplitigsAC.k_13.d_10.M_default
spneumoniae	pseudosimplitigsAC	13	10	ones	1917960	2259755	2049682	210073	97337	589452	106188	695640	690168	spneumoniae.S_pseudosimplitigsAC.k_13.d_10.M_ones
spneumoniae	pseudosimplitigsAC	13	10	runs	1917960	2259755	2040328	219427	90371	589452	103256	692708	687012	spneumoniae.S_pseudosimplitigsAC.k_13.d_10.M_runs
spneumoniae	pseudosimplitigsAC	13	10	zeros	1917960	2259755	1917960	341795	159543	589452	149592	739044	735592	spneumoniae.S_pseudosimplitigsAC.k_13.d_10.M_zeros
spneumoniae	pseudosimplitigsAC	13	11	default	1917960	2259491	1917960	341531	154199	588996	139328	728324	726456	spneumoniae.S_pseudosimplitigsAC.k_13.d_11.M_default
spneumoniae	pseudosimplitigsAC	13	11	ones	1917960	2259491	2049782	209709	97262	588996	106172	695168	689416	spneumoniae.S_pseudosimplitigsAC.k_13.d_11.M_ones
spneumoniae	pseudosimplitigsAC	13	11	runs	1917960	2259491	2040517	218974	90378	588996	103392	692388	687356	spneumoniae.S_pseudosimplitigsAC.k_13.d_11.M_runs
spneumoniae	pseudosimplitigsAC	13	11	zeros	1917960	2259491	1917960	341531	159563	588996	149388	738384	735524	spneumoniae.S_pseudosimplitigsAC.k_13.d_11.M_zeros
spneumoniae	pseudosimplitigsAC	13	12	default	1917960	2259507	1917960	341547	154206	589036	139280	728316	726508	spneumoniae.S_pseudosimplitigsAC.k_13.d_12.M_default
spneumoniae	pseudosimplitigsAC	13	12	ones	1917960	2259507	2049800	209707	97318	589036	106196	695232	689432	spneumoniae.S_pseudosimplitigsAC.k_13.d_12.M_ones
spneumoniae	pseudosimplitigsAC	13	12	runs	1917960	2259507	2040499	219008	90399	589036	103432	692468	686832	spneumoniae.S_pseudosimplitigsAC.k_13.d_12.M_runs
spneumoniae	pseudosimplitigsAC	13	12	zeros	1917960	2259507	1917960	341547	159570	589036	149552	738588	735412	spneumoniae.S_pseudosimplitigsAC.k_13.d_12.M_zeros
spneumoniae	pseudosimplitigsAC	13	2	default	1917960	2460693	1917960	542733	112567	642528	111380	753908	771376	spneumoniae.S_pseudosimplitigsAC.k_13.d_2.M_default
spneumoniae	pseudosimplitigsAC	13	2	ones	1917960	2460693	2077168	383525	93841	642528	115644	758172	754400	spneumoniae.S_pseudosimplitigsAC.k_13.d_2.M_ones
spneumoniae	pseudosimplitigsAC	13	2	runs	1917960	2460693	2022763	437930	61256	642528	89248	731776	733472	spneumoniae.S_pseudosimplitigsAC.k_13.d_2.M_runs
spneumoniae	pseudosimplitigsAC	13	2	zeros	1917960	2460693	1917960	542733	118491	642528	120032	762560	776232	spneumoniae.S_pseudosimplitigsAC.k_13.d_2.M_zeros
spneumoniae	pseudosimplitigsAC	13	3	default	1917960	2344763	1917960	426803	131496	612948	123596	736544	747896	spneumoniae.S_pseudosimplitigsAC.k_13.d_3.M_default
spneumoniae	pseudosimplitigsAC	13	3	ones	1917960	2344763	2058819	285944	87392	612948	105220	718168	713736	spneumoniae.S_pseudosimplitigsAC.k_13.d_3.M_ones
spneumoniae	pseudosimplitigsAC	13	3	runs	1917960	2344763	2029630	315133	69114	612948	90952	703900	703640	spneumoniae.S_pseudosimplitigsAC.k_13.d_3.M_runs
spneumoniae	pseudosimplitigsAC	13	3	zeros	1917960	2344763	1917960	426803	132355	612948	125192	738140	748572	spneumoniae.S_pseudosimplitigsAC.k_13.d_3.M_zeros
spneumoniae	pseudosimplitigsAC	13	4	default	1917960	2311069	1917960	393109	143952	604004	132728	736732	742264	spneumoniae.S_pseudosimplitigsAC.k_13.d_4.M_default
spneumoniae	pseudosimplitigsAC	13	4	ones	1917960	2311069	2052374	258695	91444	604004	105472	709476	705460	spneumoniae.S_pseudosimplitigsAC.k_13.d_4.M_ones
spneumoniae	pseudosimplitigsAC	13	4	runs	1917960	2311069	2034877	276192	79787	604004	97160	701164	700040	spneumoniae.S_pseudosimplitigsAC.k_13.d_4.M_runs
spneumoniae	pseudosimplitigsAC	13	4	zeros	1917960	2311069	1917960	393109	144116	604004	133808	737812	742672	spneumoniae.S_pseudosimplitigsAC.k_13.d_4.M_zeros
spneumoniae	pseudosimplitigsAC	13	5	default	1917960	2290448	1917960	372488	150761	597980	137216	735196	736816	spneumoniae.S_pseudosimplitigsAC.k_13.d_5.M_default
spneumoniae	pseudosimplitigsAC	13	5	ones	1917960	2290448	2050105	240343	95610	597980	106468	704448	700624	spneumoniae.S_pseudosimplitigsAC.k_13.d_5.M_ones
spneumoniae	pseudosimplitigsAC	13	5	runs	1917960	2290448	2037569	252879	86792	597980	101680	699660	697108	spneumoniae.S_pseudosimplitigsAC.k_13.d_5.M_runs
spneumoniae	pseudosimplitigsAC	13	5	zeros	1917960	2290448	1917960	372488	151465	597980	139888	737868	739192	spneumoniae.S_pseudosimplitigsAC.k_13.d_5.M_zeros
spneumoniae	pseudosimplitigsAC	13	6	default	1917960	2273097	1917960	355137	152994	593400	138640	732040	731436	spneumoniae.S_pseudosimplitigsAC.k_13.d_6.M_default
spneumoniae	pseudosimplitigsAC	13	6	ones	1917960	2273097	2049706	223391	96579	593400	106640	700040	694572	spneumoniae.S_pseudosimplitigsAC.k_13.d_6.M_ones
spneumoniae	pseudosimplitigsAC	13	6	runs	1917960	2273097	2039611	233486	89229	593400	102992	696392	691844	spneumoniae.S_pseudosimplitigsAC.k_13.d_6.M_runs
spneumoniae	pseudosimplitigsAC	13	6	zeros	1917960	2273097	1917960	355137	157082	593400	147052	740452	738672	spneumoniae.S_pseudosimplitigsAC.k_13.d_6.M_zeros
spneumoniae	pseudosimplitigsAC	13	7	default	1917960	2264971	1917960	347011	153945	590536	138708	729244	728504	spneumoniae.S_pseudosimplitigsAC.k_13.d_7.M_default
spneumoniae	pseudosimplitigsAC	13	7	ones	1917960	2264971	2049150	215821	97207	590536	106380	696916	691852	spneumoniae.S_pseudosimplitigsAC.k_13.d_7.M_ones
spneumoniae	pseudosimplitigsAC	13	7	runs	1917960	2264971	2039720	225251	90177	590536	103392	693928	689260	spneumoniae.S_pseudosimplitigsAC.k_13.d_7.M_runs
spneumoniae	pseudosimplitigsAC	13	7	zeros	1917960	2264971	1917960	347011	158916	590536	148800	739336	737800	spneumoniae.S_pseudosimplitigsAC.k_13.d_7.M_zeros
spneumoniae	pseudosimplitigsAC	13	8	default	1917960	2261008	1917960	343048	154115	590008	138784	728792	727360	spneumoniae.S_pseudosimplitigsAC.k_13.d_8.M_default
spneumoniae	pseudosimplitigsAC	13	8	ones	1917960	2261008	2049496	211512	97236	590008	106076	696084	690036	spneumoniae.S_pseudosimplitigsAC.k_13.d_8.M_ones
spneumoniae	pseudosimplitigsAC	13	8	runs	1917960	2261008	2040281	220727	90372	590008	103300	693308	687836	spneumoniae.S_pseudosimplitigsAC.k_13.d_8.M_runs
spneumoniae	pseudosimplitigsAC	13	8	zeros	1917960	2261008	1917960	343048	159277	590008	149064	739072	736224	spneumoniae.S_pseudosimplitigsAC.k_13.d_8.M_zeros
spneumoniae	pseudosimplitigsAC	13	9	default	1917960	2260039	1917960	342079	154178	589560	139216	728776	726852	spneumoniae.S_pseudosimplitigsAC.k_13.d_9.M_default
spneumoniae	pseudosimplitigsAC	13	9	ones	1917960	2260039	2049503	210536	97257	589560	106160	695720	690292	spneumoniae.S_pseudosimplitigsAC.k_13.d_9.M_ones
spneumoniae	pseudosimplitigsAC	13	9	runs	1917960	2260039	2040279	219760	90397	589560	103356	692916	687396	spneumoniae.S_pseudosimplitigsAC.k_13.d_9.M_runs
spneumoniae	pseudosimplitigsAC	13	9	zeros	1917960	2260039	1917960	342079	159527	589560	149564	739124	735776	spneumoniae.S_pseudosimplitigsAC.k_13.d_9.M_zeros
spneumoniae	pseudosimplitigs	14	1	default	2052085	2551532	2052085	499447	38419	660872	55072	715944	732764	spneumoniae.S_pseudosimplitigs.k_14.d_1.M_default
spneumoniae	pseudosimplitigs	14	1	ones	2052085	2551532	2123558	427974	56437	660872	87128	748000	749220	spneumoniae.S_pseudosimplitigs.k_14.d_1.M_ones
spneumoniae	pseudosimplitigs	14	1	runs	2052085	2551532	2095285	456247	38014	660872	67244	728116	732928	spneumoniae.S_pseudosimplitigs.k_14.d_1.M_runs
spneumoniae	pseudosimplitigs	14	1	zeros	2052085	2551532	2052085	499447	48099	660872	73996	734868	744188	spneumoniae.S_pseudosimplitigs.k_14.d_1.M_zeros
spneumoniae	pseudosimplitigs	14	10	default	2052085	2245155	2052085	193070	69783	582880	90412	673292	666116	spneumoniae.S_pseudosimplitigs.k_14.d_10.M_default
spneumoniae	pseudosimplitigs	14	10	ones	2052085	2245155	2113672	131483	41464	582880	61496	644376	637528	spneumoniae.S_pseudosimplitigs.k_14.d_10.M_ones
spneumoniae	pseudosimplitigs	14	10	runs	2052085	2245155	2109874	135281	38647	582880	59612	642492	636500	spneumoniae.S_pseudosimplitigs.k_14.d_10.M_runs
spneumoniae	pseudosimplitigs	14	10	zeros	2052085	2245155	2052085	193070	70263	582880	91844	674724	666912	spneumoniae.S_pseudosimplitigs.k_14.d_10.M_zeros
spneumoniae	pseudosimplitigs	14	11	default	2052085	2245730	2052085	193645	69868	582956	90488	673444	666156	spneumoniae.S_pseudosimplitigs.k_14.d_11.M_default
spneumoniae	pseudosimplitigs	14	11	ones	2052085	2245730	2113879	131851	41604	582956	61596	644552	637672	spneumoniae.S_pseudosimplitigs.k_14.d_11.M_ones
spneumoniae	pseudosimplitigs	14	11	runs	2052085	2245730	2109919	135811	38680	582956	59716	642672	636316	spneumoniae.S_pseudosimplitigs.k_14.d_11.M_runs
spneumoniae	pseudosimplitigs	14	11	zeros	2052085	2245730	2052085	193645	70344	582956	91916	674872	666968	spneumoniae.S_pseudosimplitigs.k_14.d_11.M_zeros
spneumoniae	pseudosimplitigs	14	12	default	2052085	2246567	2052085	194482	69924	582908	90396	673304	666736	spneumoniae.S_pseudosimplitigs.k_14.d_12.M_default
spneumoniae	pseudosimplitigs	14	12	ones	2052085	2246567	2113929	132638	41677	582908	61684	644592	638168	spneumoniae.S_pseudosimplitigs.k_14.d_12.M_ones
spneumoniae	pseudosimplitigs	14	12	runs	2052085	2246567	2109922	136645	38728	582908	59700	642608	636524	spneumoniae.S_pseudosimplitigs.k_14.d_12.M_runs
spneumoniae	pseudosimplitigs	14	12	zeros	2052085	2246567	2052085	194482	70441	582908	92000	674908	667644	spneumoniae.S_pseudosimplitigs.k_14.d_12.M_zeros
spneumoniae	pseudosimplitigs	14	2	default	2052085	2292472	2052085	240387	45531	597176	67668	664844	664552	spneumoniae.S_pseudosimplitigs.k_14.d_2.M_default
spneumoniae	pseudosimplitigs	14	2	ones	2052085	2292472	2104168	188304	29472	597176	53680	650856	644760	spneumoniae.S_pseudosimplitigs.k_14.d_2.M_ones
spneumoniae	pseudosimplitigs	14	2	runs	2052085	2292472	2092799	199673	22027	597176	45268	642444	638616	spneumoniae.S_pseudosimplitigs.k_14.d_2.M_runs
spneumoniae	pseudosimplitigs	14	2	zeros	2052085	2292472	2052085	240387	47414	597176	70816	667992	665712	spneumoniae.S_pseudosimplitigs.k_14.d_2.M_zeros
spneumoniae	pseudosimplitigs	14	3	default	2052085	2236141	2052085	184056	51634	583016	74236	657252	652464	spneumoniae.S_pseudosimplitigs.k_14.d_3.M_default
spneumoniae	pseudosimplitigs	14	3	ones	2052085	2236141	2105540	130601	26635	583016	49316	632332	624148	spneumoniae.S_pseudosimplitigs.k_14.d_3.M_ones
spneumoniae	pseudosimplitigs	14	3	runs	2052085	2236141	2098987	137154	22250	583016	44752	627768	621232	spneumoniae.S_pseudosimplitigs.k_14.d_3.M_runs
spneumoniae	pseudosimplitigs	14	3	zeros	2052085	2236141	2052085	184056	51987	583016	74756	657772	652580	spneumoniae.S_pseudosimplitigs.k_14.d_3.M_zeros
spneumoniae	pseudosimplitigs	14	4	default	2052085	2232833	2052085	180748	57137	582324	79800	662124	655556	spneumoniae.S_pseudosimplitigs.k_14.d_4.M_default
spneumoniae	pseudosimplitigs	14	4	ones	2052085	2232833	2108153	124680	29700	582324	52496	634820	626104	spneumoniae.S_pseudosimplitigs.k_14.d_4.M_ones
spneumoniae	pseudosimplitigs	14	4	runs	2052085	2232833	2103561	129272	26527	582324	49392	631716	624176	spneumoniae.S_pseudosimplitigs.k_14.d_4.M_runs
spneumoniae	pseudosimplitigs	14	4	zeros	2052085	2232833	2052085	180748	57208	582324	79872	662196	655952	spneumoniae.S_pseudosimplitigs.k_14.d_4.M_zeros
spneumoniae	pseudosimplitigs	14	5	default	2052085	2238684	2052085	186599	62303	583716	84520	668236	661824	spneumoniae.S_pseudosimplitigs.k_14.d_5.M_default
spneumoniae	pseudosimplitigs	14	5	ones	2052085	2238684	2109851	128833	34314	583716	56644	640360	632760	spneumoniae.S_pseudosimplitigs.k_14.d_5.M_ones
spneumoniae	pseudosimplitigs	14	5	runs	2052085	2238684	2105974	132710	31536	583716	54200	637916	631100	spneumoniae.S_pseudosimplitigs.k_14.d_5.M_runs
spneumoniae	pseudosimplitigs	14	5	zeros	2052085	2238684	2052085	186599	62436	583716	85080	668796	662208	spneumoniae.S_pseudosimplitigs.k_14.d_5.M_zeros
spneumoniae	pseudosimplitigs	14	6	default	2052085	2243773	2052085	191688	66214	583920	87696	671616	665664	spneumoniae.S_pseudosimplitigs.k_14.d_6.M_default
spneumoniae	pseudosimplitigs	14	6	ones	2052085	2243773	2111654	132119	37790	583920	59276	643196	636272	spneumoniae.S_pseudosimplitigs.k_14.d_6.M_ones
spneumoniae	pseudosimplitigs	14	6	runs	2052085	2243773	2108052	135721	35181	583920	57196	641116	634936	spneumoniae.S_pseudosimplitigs.k_14.d_6.M_runs
spneumoniae	pseudosimplitigs	14	6	zeros	2052085	2243773	2052085	191688	66429	583920	88764	672684	665932	spneumoniae.S_pseudosimplitigs.k_14.d_6.M_zeros
spneumoniae	pseudosimplitigs	14	7	default	2052085	2244472	2052085	192387	68378	584200	89292	673492	665860	spneumoniae.S_pseudosimplitigs.k_14.d_7.M_default
spneumoniae	pseudosimplitigs	14	7	ones	2052085	2244472	2112815	131657	39897	584200	60708	644908	637928	spneumoniae.S_pseudosimplitigs.k_14.d_7.M_ones
spneumoniae	pseudosimplitigs	14	7	runs	2052085	2244472	2109367	135105	37328	584200	58836	643036	636444	spneumoniae.S_pseudosimplitigs.k_14.d_7.M_runs
spneumoniae	pseudosimplitigs	14	7	zeros	2052085	2244472	2052085	192387	68724	584200	90492	674692	667312	spneumoniae.S_pseudosimplitigs.k_14.d_7.M_zeros
spneumoniae	pseudosimplitigs	14	8	default	2052085	2244251	2052085	192166	69414	583356	89984	673340	665888	spneumoniae.S_pseudosimplitigs.k_14.d_8.M_default
spneumoniae	pseudosimplitigs	14	8	ones	2052085	2244251	2113260	130991	40958	583356	61144	644500	637588	spneumoniae.S_pseudosimplitigs.k_14.d_8.M_ones
spneumoniae	pseudosimplitigs	14	8	runs	2052085	2244251	2109633	134618	38270	583356	59308	642664	637028	spneumoniae.S_pseudosimplitigs.k_14.d_8.M_runs
spneumoniae	pseudosimplitigs	14	8	zeros	2052085	2244251	2052085	192166	69780	583356	91176	674532	667272	spneumoniae.S_pseudosimplitigs.k_14.d_8.M_zeros
spneumoniae	pseudosimplitigs	14	9	default	2052085	2244580	2052085	192495	69693	583576	90108	673684	666188	spneumoniae.S_pseudosimplitigs.k_14.d_9.M_default
spneumoniae	pseudosimplitigs	14	9	ones	2052085	2244580	2113376	131204	41310	583576	61376	644952	637688	spneumoniae.S_pseudosimplitigs.k_14.d_9.M_ones
spneumoniae	pseudosimplitigs	14	9	runs	2052085	2244580	2109684	134896	38553	583576	59624	643200	635876	spneumoniae.S_pseudosimplitigs.k_14.d_9.M_runs
spneumoniae	pseudosimplitigs	14	9	zeros	2052085	2244580	2052085	192495	70132	583576	91472	675048	667308	spneumoniae.S_pseudosimplitigs.k_14.d_9.M_zeros
